,id,name,first_air_date,overview,popularity,vote_average,vote_count
1702,12970,"Two Women, One Road",1993-08-16,"Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",33.5,7.247,287
1703,79048,La Prepago,2013-06-19,La Prepago is about a woman living a double life: one as a beautiful university student with a normal love life from a traditional family; the other as a high-class escort who is paid for companionship and to satisfy the sexual appetites of men.,23.437,7.244,221
1704,70865,Broken Promises,2013-03-04,"Persuaded by promises of a better life, three young women are sold into prostitution and must risk their lives and their families to escape.",92.095,7.2,321
1705,931,He-Man and the Masters of the Universe,1983-09-05,"When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.",58.465,7.2,357
1706,81357,Dead to Me,2019-05-03,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,49.779,7.241,508
1707,81292,Messiah,2020-01-01,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,52.74,7.241,357
1708,132559,The Croods: Family Tree,2021-09-23,"Two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",33.535,7.2,735
1709,82747,Kung Fu Panda: The Paws of Destiny,2018-11-15,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",38.229,7.24,870
1710,78903,Utopia,2020-09-25,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,20.352,7.24,436
1711,114925,Pam & Tommy,2022-02-02,This comedic series takes on the true story behind the release of the first ever viral video in history — the sex tape of Pamela Anderson and Tommy Lee.,30.254,7.238,246
1712,1663,The Six Million Dollar Man,1974-01-18,"Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",94.55,7.238,390
1713,111800,The Old Man,2022-06-16,"Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",63.064,7.237,340
1714,61345,Z Nation,2014-09-12,"Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.",228.279,7.237,855
1715,129677,Top Secret UFO Projects Declassified,2021-01-19,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",14.008,7.2,233
1716,4606,Garfield and Friends,1988-09-17,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",67.566,7.236,349
1717,36250,xxxHOLiC,2006-04-06,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",83.966,7.2,785
1718,32868,Nikita,2010-09-09,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",74.37,7.233,470
1719,79026,The Protector,2018-12-14,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he’s connected to a secret, ancient order, tasked with protecting Istanbul.",28.153,7.231,431
1720,46928,Sofia the First,2013-01-11,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.",91.936,7.2,518
1721,4575,Lizzie McGuire,2001-01-12,"Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!",48.329,7.228,324
1722,220801,Fool Me Once,2024-01-01,"When ex-soldier Maya sees her murdered husband on a secret nanny cam, she uncovers a deadly conspiracy that stretches deep into the past.",88.739,7.2,332
1723,120734,Just Beyond,2021-10-13,"An anthology series that tells astonishing and thought-provoking stories of a reality just beyond the one we know. Each episode introduces viewers to a new cast of characters who must go on a surprising journey of self-discovery in a supernatural world of witches, aliens, ghosts and parallel universes.",37.712,7.2,217
1724,2808,Totally Spies!,2002-04-03,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",117.544,7.2,234
1725,7831,Dead Set,2008-10-27,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",18.765,7.224,284
1726,79622,Hunters,2020-02-20,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,38.773,7.222,557
1727,66786,Timeless,2016-10-03,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",157.569,7.2,708
1728,61381,black-ish,2014-09-24,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",142.24,7.222,297
1729,2362,The Jetsons,1962-09-23,"Meet George Jetson and his quirky family: wife Jane, son Elroy and daughter Judy. Living in the automated, push-button world of the future hasn't made life any easier for the harried husband and father, who gets into one comical misadventure after another!",59.91,7.2,436
1730,134373,The Sex Lives of College Girls,2021-11-18,"Follow four college roommates as they arrive at New England’s prestigious Essex College. A bundle of contradictions and hormones, these girls are equal parts lovable and infuriating as they live out their new, free lives on campus.",129.116,7.2,309
1731,71116,Castle Rock,2018-07-25,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",37.212,7.216,573
1732,83125,Cursed,2020-07-16,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",34.229,7.215,913
1733,197588,Man Vs Bee,2022-06-24,"A man finds himself at war with a bee while house-sitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",21.433,7.2,552
1734,112314,Archive 81,2022-01-14,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,27.581,7.213,552
1735,126167,Vigil,2021-08-29,The mysterious disappearance of a Scottish fishing trawler and a death on-board the submarine HMS Vigil bring the police into conflict with the Navy and British security services. DCI Amy Silva and DS Kirsten Longacre lead an investigation on land and at sea into a conspiracy that goes to the very heart of Britain’s national security.,59.835,7.2,210
1736,114463,Zootopia+,2022-11-09,Head back to the mammal metropolis to dive deeper into the lives of a slew of intriguing residents.,24.632,7.2,206
1737,18712,The Search,2020-06-12,"When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story.",11.963,7.2,343
1738,72615,Alias Grace,2017-09-25,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",23.537,7.205,281
1739,648,The Incredible Hulk,1977-11-04,"During an experiment gone bad, radiation turns a scientist into a raging green behemoth whenever he becomes agitated. Unable to control his transformations, David Banner searches for a cure as he crosses the country, fugitive-style, with a dogged tabloid reporter on his trail.",114.739,7.2,443
1740,39340,2 Broke Girls,2011-09-19,"Comedy about the unlikely friendship that develops between two very different young women who meet waitressing at a diner in trendy Williamsburg, Brooklyn, and form a bond over one day owning their own successful cupcake business. Only one thing stands in their way – they’re broke.",203.404,7.2,1545
1741,6547,Maria Mercedes,1992-09-14,"María Mercedes, a poor girl who sells lottery tickets, meets a rich man who hates his own family and sees in María Mercedes an opportunity to make their lives miserable.",26.098,7.201,219
1742,101881,El Presidente,2020-06-05,"Sergio Jadue, a lowly director of a small-town soccer club in Chile, unexpectedly finds himself at the head of the Chilean soccer association. Drunk with power, he becomes the protégé of soccer godfather Julio Grondona, as well as the FBI’s key to undoing the largest corruption scheme in the world of soccer.",18.4,7.2,420
1743,1310,Sanctuary,2008-10-03,"The adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population called Abnormals—a group of strange and sometimes terrifying beings that hide among humans. Magnus seeks to protect this threatened phenomena as well as unlock the mysteries behind their existence.",51.587,7.199,254
1744,103992,A Teacher,2020-11-10,"Claire Wilson, a young teacher at a suburban Texas high school, begins an affair with her student, Eric Walker. But their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.",36.97,7.198,353
1745,4602,That's So Raven,2003-01-17,"No ordinary teenager; Raven Baxter can see glimpses of the future! Watch her schemes and misadventures as she enlists the help of friends, including best friends Eddie and Chelsea, to change life's little outcomes. Raven's younger brother, Cory, is obsessed with money and creates get-rich-quick schemes to try to earn cash.",73.229,7.2,239
1746,66551,The Mick,2017-01-01,"Mackenzie ""Mickey"" Murphy is a hard-living, foul-mouthed, cigarette-smoking woman who moves to affluent Greenwich, CT to raise the spoiled kids of her wealthy sister who fled the country to avoid a federal indictment. She quickly learns what the rest of us already know - other people's children are awful.",52.181,7.193,231
1747,92926,Criminal: UK,2019-09-20,"Within the walls of an interrogation room, London investigators question suspects accused of grievous crimes until the truth comes to light.",21.238,7.192,203
1748,39957,Perception,2012-07-09,"Dr. Daniel Pierce, a neuroscientist and professor, is recruited to help the federal government crack difficult cases. His intimate knowledge of human behavior and masterful understanding of the mind give him an extraordinary ability to read people, but his eccentric view of the world and less-than-stellar social skills can often interfere with his work.",79.884,7.192,240
1749,384,Doug,1991-08-18,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",53.391,7.188,215
1750,93287,The Flight Attendant,2020-11-26,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",66.542,7.183,533
1751,83949,Treadstone,2019-10-15,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",87.047,7.186,247
1752,127235,Invasion,2021-10-21,Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.,107.402,7.183,961
1753,210232,The Watcher,2022-10-13,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",36.17,7.182,617
1754,134297,Olaf Presents,2021-11-12,Frozen’s beloved snowman retelling several classic Disney tales as only he can.,17.771,7.2,297
1755,99509,Freud,2020-03-15,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",14.495,7.2,269
1756,60839,Broad City,2014-01-22,"Broad City follows two women throughout their daily lives in New York City, making the smallest and mundane events hysterical and disturbing to watch all at the same time.",147.348,7.178,211
1757,994,Inspector Rex,1994-11-10,"After his handler is killed, police dog Rex teams up with recently-divorced inspector Richard Moser to investigate crimes and solve mysteries on the streets of Vienna. And they sometimes get help from their two-legged friend, Inspector Stockinger.",175.529,7.2,247
1758,129495,Clickbait,2021-08-25,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",17.681,7.177,356
1759,68467,3%,2016-11-25,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",117.202,7.2,451
1760,94423,Japan Sinks: 2020,2020-07-09,"After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago.",23.96,7.2,310
1761,9687,The Odyssey,1997-05-18,"In this adaptation of Homer's timeless epic, Armand Assante stars as Odysseus, the warrior King of the mythical island of Ithaca, who must endure a decade long quest to reach home after the Trojan war, overcoming savage monsters, powerful forces of nature, and seductive nymphs, and he must outsmart them all, with all the guile and intellect he can muster.",38.287,7.173,761
1762,4610,Hannah Montana,2006-03-24,"At home and school, she's Miley Stewart, a typical teenager, but when the lights go down and the curtain goes up, she emerges as the glamorous and talented Hannah Montana. Having the ""Best of Both Worlds"" is a complicated proposition, and keeping her identity under wraps leads Miley and her friends into some hilarious capers as she tries to balance her normal life with her rock star persona.",121.958,7.2,655
1763,114478,Star Wars: Visions,2021-09-22,This anthology of animated shorts from around the world celebrates the mythos of Star Wars through unique cultural lenses.,44.92,7.2,370
1764,66190,Marvel's Cloak & Dagger,2018-06-07,Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.,78.009,7.172,600
1765,46331,Under the Dome,2013-06-24,"A small town is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. While military forces, the government and the media positioned outside of this surrounding barrier attempt to break it down, a small group of people inside attempt to figure out what the dome is, where it came from, and when (and if) it will go away.",111.907,7.172,3627
1766,90461,Monsters at Work,2021-07-07,"Ever since he was a kid, Tylor Tuskmon has dreamed of becoming a Scarer just like his idol James P. Sullivan, and now that dream is about to come true... or not. The day he arrives at Monsters Incorporated to begin his dream job as a Scarer, he learns that scaring is out and laughter is in! After being reassigned to the Monsters, Inc. Facilities Team, Tylor sets his sights on a new goal: figuring out how to be funny and becoming a Jokester.",91.286,7.17,1377
1767,81747,Tell Me a Story,2018-10-31,The world's most beloved fairy tales reimagined as a dark and twisted psychological thriller.,66.098,7.17,262
1768,118924,Marvel Studios Assembled,2021-03-12,"Go behind the scenes of the shows and movies of the Marvel Cinematic Universe, following the filmmakers, cast and crew, and Marvel heroes every step of the way.",37.052,7.169,204
1769,152483,The Boys Presents: Diabolical,2022-03-03,"From some of the most unhinged and maniacal minds in Hollywood today comes this animated anthology series, a collection of irreverent and emotionally shocking animated short films. Each episode plunges elbow-deep into unseen crevices of The Boys Universe.",36.98,7.168,339
1770,1481,The 4400,2004-07-11,"4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.",55.62,7.168,659
1771,232125,I Am Groot,2022-08-10,"There's no guarding the galaxy from this mischievous toddler! Get ready as Baby Groot takes center stage in his very own collection of shorts, exploring his glory days growing up and getting into trouble among the stars.",33.149,7.167,345
1772,69088,Marvel's Agents of S.H.I.E.L.D.: Slingshot,2016-12-13,"Elena ""Yo-Yo"" Rodriguez, an Inhuman with the ability to move at super-speed, is required to sign the Sokovia Accords. However, the restrictions of the Accords are in direct conflict with a personal mission she's desperate to fulfill, one that will test her abilities and will include tense encounters with S.H.I.E.L.D. team members.",27.54,7.164,228
1773,39276,Unforgettable,2011-09-20,"Former Syracuse, New York, police detective Carrie Wells has hyperthymesia, a rare medical condition that gives her the ability to visually remember everything. She reluctantly joins the New York City Police Department's Queens homicide unit after her former boyfriend and partner asks for help with solving a case. The move allows her to try to find out the one thing she has been unable to remember, which is what happened the day her sister was murdered.",57.726,7.164,305
1774,66857,Shooter,2016-11-15,Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.,121.906,7.163,652
1775,61671,Unbreakable Kimmy Schmidt,2015-03-06,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",102.776,7.162,537
1776,99588,Kamp Koral: SpongeBob's Under Years,2021-03-04,"SpongeBob and friends spend the summer catching jellyfish, building camp-fires, and swimming in Lake Yuckymuck at Camp Coral, located in the Kelp Forest.",48.507,7.2,513
1777,93811,Into the Night,2020-05-01,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",25.724,7.161,518
1778,73157,Future Man,2017-11-14,"Josh Futturman, a janitor by day/world-ranked gamer by night, is tasked with preventing the extinction of humanity after mysterious visitors from the future proclaim him the key to defeating the imminent super-race invasion.",70.433,7.16,492
1779,66398,"Diomedes, el Cacique de La Junta",2015-01-13,"At just 10 years Diomedes shares with his father Rafael Maria responsibility to bring up her family. In the Board, Guajira, his birth place, and in the midst of so many brothers and little money, Diomedes know that doing this is not easy. Diomedes life takes a turn when discovering love for the first time in the hands of Melida and this is when it begins to write the story of love and passionate Diomedes will be the rest of his life.",36.225,7.2,748
1780,1220,The Graham Norton Show,2007-02-22,Each week celebrity guests join Irish comedian Graham Norton to discuss what's being going on around the world that week. The guests poke fun and share their opinions on the main news stories. Graham is often joined by a band or artist to play the show out.,160.438,7.2,252
1781,82816,Lovecraft Country,2020-08-16,"The anthology horror series follows 25-year-old Atticus Freeman, who joins up with his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America to find his missing father. They must survive and overcome both the racist terrors of white America and the malevolent spirits that could be ripped from a Lovecraft paperback.",35.351,7.2,664
1782,3750,Nip/Tuck,2003-07-22,"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",94.574,7.155,470
1783,53606,Love,2016-02-19,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,51.643,7.154,280
1784,39269,Scandal,2012-04-05,"Everyone has secrets and Olivia Pope has dedicated her life to protecting and defending the public images of the elite by keeping those secrets under wraps. Pope and her team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits,"" who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own.",118.926,7.156,540
1785,61733,Empire,2015-01-07,A powerful family drama about the head of a music empire whose three sons and ex-wife all battle for his throne.,138.304,7.152,722
1786,15822,Zorro,1990-01-05,"Zorro, also known as The New Zorro, New World Zorro, and Zorro 1990, is an American action-adventure drama series featuring Duncan Regehr as the character of Zorro. Regehr portrayed the fearless Latino hero and fencer on The Family Channel from 1990 to 1993. The series was shot entirely in Madrid, Spain and produced by New World Television, The Family Channel, Ellipse Programme of Canal Plus, Beta TV, and RAI. 88 episodes of the series were produced, 10 more than the first Zorro television series, which was produced by Disney in the late 1950s.

Since 2011, the series is currently airing in the United States on the Retro Television Network as The New Zorro. Peter Rodgers Organization is the distributor for this version of Zorro.",31.789,7.1,255
1787,95281,S.O.Z: Soldiers or Zombies,2021-08-06,"Drug lord Alonso Marroquín escapes from a Mexican prison in an attempt to go into hiding. A US military secret experiment goes wrong and the elite unit from the Mexican Police that is after Marroquín gets infected, creating a new zombie species. The Army and the zombies end up at the drug lord’s hideout and a battle for human survival begins.",39.215,7.1,656
1788,9957,The Mask: Animated Series,1995-08-12,"Insecure bank clerk Stanley Ipkiss uses an ancient mask to gain superpowers while taking on the mischievous and cartoonish, but heroic and good-hearted personality of The Mask",43.942,7.148,466
1789,105849,Caminantes,2020-07-10,"In August 2019, five friends disappeared while walking the Camino de Santiago. Their trail was lost in the Irati Forest, very close to the border with France. Two weeks after their disappearance, the police found their mobile phones buried in the middle of the mountain, along with their backpacks and various personal belongings. Thanks to the recordings of the devices, it will be possible to see what happened to these five young people.",7.08,7.145,249
1790,96608,The Stranger,2020-01-30,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,38.086,7.145,454
1791,9051,La mujer en el espejo,2004-12-07,La Mujer en el Espejo is the title of a Colombian telenovela that first aired in Colombia in 1997 and was later remade & aired again in Colombia in 2004 by Telemundo.,68.502,7.141,376
1792,40290,MasterChef,2010-07-27,"This hit cooking competition series sees award-winning chef Gordon Ramsay and other celebrity chefs put a group of contestants through a series of challenges and elimination rounds, in order to turn one home cook into a culinary master.",835.711,7.1,265
1793,67026,Designated Survivor,2016-09-21,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",157.581,7.141,944
1794,97441,The Healing Powers of Dude,2020-01-13,"Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",18.047,7.1,342
1795,94515,Prank Encounters,2019-10-25,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,11.518,7.1,207
1796,61692,Fresh Off the Boat,2015-02-04,"A '90s-set single-camera comedy about a hip-hop-loving Asian kid growing up in suburban Orlando, being raised by an immigrant father obsessed with all things American and an immigrant mother often bewildered by white culture.",144.255,7.137,252
1797,3470,Masters of Horror,2005-10-28,An anthology series written and directed by the most famous names in horror.,60.66,7.136,284
1798,112077,Scenes from a Marriage,2021-09-12,"A chronicle of the many years of love and turmoil that bind a contemporary American couple, tracking their relationship as it progresses through a number of successive stages: matrimony, parenthood, infidelity, divorce and subsequent partnerships.",17.867,7.135,296
1799,66310,StartUp,2016-09-06,"A desperate banker needs to conceal stolen money. A Haitian-American gang lord wants to go legit. A Cuban-American hacker has an idea that will revolutionize the very future of money itself. Forced to work together, they unwittingly create their version of the American dream - organized crime 2.0.",116.706,7.134,209
1800,58928,Dracula,2013-10-25,"It's the late 19th century, and the mysterious Dracula has arrived in London, posing as an American entrepreneur who wants to bring modern science to Victorian society. He's especially interested in the new technology of electricity, which promises to brighten the night - useful for someone who avoids the sun. But he has another reason for his travels: he hopes to take revenge on those who cursed him with immortality centuries earlier. Everything seems to be going according to plan... until he becomes infatuated with a woman who appears to be a reincarnation of his dead wife.",44.275,7.132,378
1801,1664,Spider-Man: The New Animated Series,2003-07-11,"Bitten by an irradiated spider, teenager Peter Parker gains arachnid-like powers that make him both a hero to those in need and a vigilante wanted by the police.",30.07,7.132,352
1802,233629,Bodies,2023-10-19,"One victim, found dead on a London street. Four detectives, in four different time periods, must solve the mystery to protect Britain's future.",75.642,7.1,369
1803,57276,TURN: Washington's Spies,2014-04-06,"The story of New York farmer, Abe Woodhull, who bands together with a group of childhood friends to form The Culper Ring, an unlikely group of spies who turn the tide in America’s fight for independence.",33.232,7.131,217
1804,67752,Channel Zero,2016-10-11,A horror anthology series inspired by “Creepypasta” online tales.,26.58,7.13,270
1805,110529,Invisible City,2021-02-05,An environmental police officer uncovers a hidden world of mythological entities from Brazilian folklore when he finds a connection between the mysterious appearance of a dead river dolphin on a Rio de Janeiro beach and the death of his beloved wife.,14.44,7.1,355
1806,61555,The Missing,2014-10-28,"A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames.",34.389,7.125,260
1807,99121,Walker,2021-01-21,"Cordell Walker, a widower and father of two with his own moral code, returns home to Austin after being undercover for two years, only to discover there's harder work to be done at home.",137.243,7.1,363
1808,65150,Vice Principals,2016-07-17,"After North Jackson High's long-time principal steps down to tend to his ailing wife, Neal Gamby and Lee Russell, the school's vice principals, are forced to put their mutual disdain aside and form an unholy alliance in order to sabotage the newly appointed principal, Dr. Belinda Brown.",25.722,7.124,214
1809,8392,Popeye the Sailor,1960-06-10,"Follows the adventures of the famed spinach-eating sailor man.

Popeye is one of the most popular cartoon characters of all time. This spunky but loveable spinach-eating sailor continues to delight young and old with his comic adventures, and the entire gang is around to provide plenty of rousing fun and action: Olive Oyl, Swee'Pea, Wimpy and Bluto.",91.845,7.121,367
1810,93736,Age of Samurai: Battle for Japan,2021-02-24,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,20.174,7.119,286
1811,380,Little Britain,2003-09-16,"A zany comedy show with Matt Lucas and David Walliams, featuring characters from all over Little Britain.",70.103,7.119,206
1812,66894,Frequency,2016-10-05,"Detective Raimy Sullivan is stunned when a voice suddenly crackles through her father’s old, long-broken ham radio – it’s Frank Sullivan, somehow transmitting over the airwaves and through the decades from 1996. Separated by twenty years, father and daughter have reunited on a frequency only they can hear, but can they rewrite the story of their lives without risking everyone they love?",24.52,7.118,233
1813,84553,Blade Runner: Black Lotus,2021-11-14,"Los Angeles 2032. A young woman wakes up with no memories, and possessing deadly skills. The only clues to her mystery are a locked data device and a tattoo of a black lotus. Putting together the pieces, she must hunt down the people responsible for her brutal and bloody past to find the truth of her lost identity.",71.982,7.1,203
1814,46976,Hitler: The Rise of Evil,2003-05-18,"This biopic profiles history's most spectacular madman, tracing his journey from humble roots to complete mastery of Germany.",35.358,7.1,323
1815,46638,Top of the Lake,2013-03-18,"A woman haunted by her past, Detective Robin Griffin, investigates complex and unsettling cases.",22.686,7.113,344
1816,103506,Jeffrey Epstein: Filthy Rich,2020-05-27,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,11.66,7.112,361
1817,61986,Bloodline,2015-03-20,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",41.729,7.112,345
1818,71340,Krypton,2018-03-21,"Set two generations before the destruction of the legendary Man of Steel’s home planet, Krypton follows Superman’s grandfather — whose House of El was ostracized and shamed — as he fights to redeem his family’s honor and save his beloved world from chaos.",71.669,7.11,455
1819,85586,Coroner,2019-01-07,"Jenny Cooper investigates unexplained or sudden deaths in the city of Toronto. Fierce and quick-witted, Jenny is a newly-widowed single mother with secrets of her own to unearth.",58.646,7.109,224
1820,90972,Station Eleven,2021-12-16,A post apocalyptic saga spanning multiple timelines telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.,52.003,7.106,320
1821,70485,Mr. Mercedes,2017-08-09,"A demented serial killer taunts a retired police detective with a series of lurid letters and emails, forcing the ex-cop to undertake a private, and potentially felonious, crusade to bring the killer to justice before he can strike again. Based on the bestselling novel by Stephen King.",47.306,7.106,302
1822,13943,Beavis and Butt-Head,1993-03-08,"Two dimwitted teenagers discuss TV, heavy-metal music, nachos, and trying to ""score with chicks."" When the duo aren't sitting on the couch, they try to pick up girls at the local convenience store, slack off at school, or wreak havoc while working at a burger joint.",41.094,7.1,390
1823,103787,How to Survive Being Single,2020-06-26,"Sebastián, an actor known for just one role he played years ago, is about to get engaged, but life has other plans for him. Just when his life seemed to be all mapped out, he is thrown back in the fold with his long time friends who are bad at relationships. All of the sudden, he goes back to the life he left almost 10 years ago: being single.",12.932,7.1,319
1824,21755,Pawn Stars,2009-07-19,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",96.284,7.1,265
1825,2985,Andromeda,2000-10-02,Captain Dylan Hunt and his crew quest to restore a government that once presided over an extended peace and prosperity.,99.574,7.098,251
1826,502,Sesame Street,1969-11-10,"On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",993.827,7.096,244
1827,126164,The Wonder Years,2021-09-22,"A coming of age story set in the late 1960s that takes a nostalgic look at a black middle-class family in Montgomery, Alabama through the point-of-view of imaginative 12 year-old Dean. With the wisdom of his adult years, Dean’s hopeful and humorous recollections show how his family found their “wonder years” in a turbulent time. Inspired by the classic series of the same name.",31.908,7.1,200
